id,collection,access,title,institution,group,category,docClass,docType,yearLabel,kind,hosted,priority,focusAreas,impactAreas,lenses,crossCutting,verification,openUrl,fileUrl,sourceUrl,path,captured,logStatus,summary,ocUse
R0391,peers,Public (peer publication),Centre of Excellence in Sustainability building,NVIT,BC College Sector,Energy and Buildings,Projects and announcements,Capital project,2018,link,False,True,Operations; Academics,Infrastructure (Energy/Water); Curriculum; Applied Research,,False,Fetched,https://meiklejohn.ca/projects/education/nvit-centre-of-excellence-in-sustainability/,,https://meiklejohn.ca/projects/education/nvit-centre-of-excellence-in-sustainability/,,2026-08-18,LINK-SAVED,"A 19,500 sq ft purpose-built teaching building with a live geothermal system, rooftop PV, and an educational solar array with three tilt and orientation configurations for hands-on student testing. Houses trades labs, gym, greenhouse and commercial kitchen.","The strongest living-lab building model found. Instrumented, visible building systems used as teaching tools. Directly transferable to an OC trades building retrofit and to the Four-Campus Living Lab initiative."
R0367,peers,Public (peer publication),NIC SPARK initiative unverified,North Island College,BC College Sector,Plans and Strategies,Curriculum and programs,Program lead,Recent,link,False,False,,,Trades for the Transition,False,Seen in search only,https://www.linkedin.com/,,https://www.linkedin.com/,,2026-08-18,LINK-SAVED,"NIC joins a SPARK initiative for renewable energy, tagged with skilled trades. Details unverified.",Flagged as a lead only. Follow up directly with NIC before citing.
R0366,peers,Public (peer publication),NIC Comox campus solar installation,North Island College,BC College Sector,Energy and Buildings,Projects and announcements,Project,2025,link,False,False,Operations,Infrastructure (Energy/Water),,False,Fetched,https://smallplanetenergy.ca/north-island-college-solar-installation-complete/,,https://smallplanetenergy.ca/north-island-college-solar-installation-complete/,,2026-08-18,LINK-SAVED,"160-panel, 87.2 kW rooftop array powering new student residences, offsetting roughly 8 average regional homes' annual electricity.","A concrete, quotable CAPEX-scale reference point for OC's Infrastructure baseline framing."
R0365,peers,Public (peer publication),Centre for Applied Energy and Environmental Sustainability CAEES,Northern Lights College,BC College Sector,Energy and Buildings,Curriculum and programs,Program,2025,link,False,True,Academics,Curriculum; Applied Research,Trades for the Transition,False,Fetched,https://www.nlc.bc.ca/college-news/northern-lights-college-launches-centre-for-applied-energy-and-environmental-sustainability-to-drive-energy-innovation-in-northeast-bc/,,https://www.nlc.bc.ca/college-news/northern-lights-college-launches-centre-for-applied-energy-and-environmental-sustainability-to-drive-energy-innovation-in-northeast-bc/,,2026-08-18,LINK-SAVED,"New centre blending traditional hydrocarbon training with emerging clean-energy training, funded by the NLC Foundation and industry donors. Framed explicitly as a workforce transition response.",The closest direct sibling to Trades for the Transition in the whole scan. A rural BC college building a dual traditional/clean-energy workforce centre. Worth a peer call.
R0362,peers,Public (peer publication),Royal Roads Climate Action Plan 2022 2027,Royal Roads University,BC College Sector,Plans and Strategies,Plans and strategies,Plan,2022,link,False,True,Operations,Carbon Zero,Climate Resilience,False,Fetched,https://www.royalroads.ca/ClimateActionPlan,,https://www.royalroads.ca/ClimateActionPlan,,2026-08-18,LINK-SAVED,"Net-zero campus by 2050 with 65% cut by 2025 and 80% by 2030. Four commitments: community engagement and living labs, climate resilience, mitigation/adaptation pilots, curriculum integration. Race to Zero participant.",A clean staged-percentage GHG target ladder (65% to 80% to net zero) directly reusable for OC's Carbon Zero roadmap.
R0118,peers,Public (peer publication),Selkirk College Sustainability Plan 2023 2027,Selkirk College,BC College Sector,Plans and Strategies,Plans and strategies,Plan,2023,file,False,True,Planning and Administration,Policy / Planning,,True,Fetched,https://selkirk.ca/sites/default/files/documents/selkirk-college-sustainability-plan-2023.pdf,https://sustainoc.github.io/Docs2/07_BC-College-Sector/Selkirk-College/01_Plans-and-Strategies/2023_Selkirk_Selkirk-College-Sustainability-Plan-2023-2027.pdf,https://selkirk.ca/sites/default/files/documents/selkirk-college-sustainability-plan-2023.pdf,07_BC-College-Sector/Selkirk-College/01_Plans-and-Strategies/2023_Selkirk_Selkirk-College-Sustainability-Plan-2023-2027.pdf,2026-08-14,SKIPPED,"Four-pillar plan (Academics/Research, Engagement, Operations, Planning & Admin), near-identical to OC's four focus areas. 60% building GHG cut below 2010 by 2027, net-zero by 2030 pledge, 20% increase in sustainability-defined courses.",The closest structural mirror to OC's own framework in the college sector. Benchmark pillar definitions and KPI style almost 1:1.
R0363,peers,Public (peer publication),UNBC AASHE STARS Reports Gold 68.83,UNBC,BC College Sector,STARS,STARS,STARS,2026,link,False,True,Planning and Administration,Policy / Planning,,False,Fetched,https://www.unbc.ca/sustainability/aashe-stars-reports,,https://www.unbc.ca/sustainability/aashe-stars-reports,,2026-08-18,LINK-SAVED,"Gold, 68.83, achieved Mar 6 2026, valid to Apr 2029. Up from Silver (56.09) in 2011. The best currently-active rating in the cohort.",The best-in-cohort active benchmark. A 15-year Silver-to-Gold trajectory is a realistic curve for OC's T3.
R0123,peers,Public (peer publication),UNBC Sustainability Strategic Plan 2025 2035 draft v5.1,UNBC,BC College Sector,Plans and Strategies,Plans and strategies,Plan,2025,file,True,True,Planning and Administration; Engagement,Policy / Planning; Performance Measurement,,False,Landing page seen,https://sustainoc.github.io/Docs2/07_BC-College-Sector/UNBC/01_Plans-and-Strategies/2025_UNBC_UNBC-Sustainability-Strategic-Plan-2025-2035-draft-v5.1.pdf,https://sustainoc.github.io/Docs2/07_BC-College-Sector/UNBC/01_Plans-and-Strategies/2025_UNBC_UNBC-Sustainability-Strategic-Plan-2025-2035-draft-v5.1.pdf,https://www.unbc.ca/sites/default/files/sections/sustainability/unbcsustainabilityplan2025-2035draftv5_1.pdf,07_BC-College-Sector/UNBC/01_Plans-and-Strategies/2025_UNBC_UNBC-Sustainability-Strategic-Plan-2025-2035-draft-v5.1.pdf,2026-08-14,SKIPPED,"New 10-year plan, explicitly a living document with annual progress reporting. Sustainability Office relaunched Jan 2024.",The newest full sustainability strategic plan in the BC non-research-university cohort. Worth a deep read given OC is drafting in the same window.
R0364,peers,Public (peer publication),UNBC Bioenergy Plant Canada's Green University,UNBC,BC College Sector,Energy and Buildings,Projects and announcements,Infrastructure,Since ~2011,link,False,False,Operations,Infrastructure (Energy/Water),,False,Seen in search,https://www.unbc.ca/sustainability/bioenergy-plant-image-gallery,,https://www.unbc.ca/sustainability/bioenergy-plant-image-gallery,,2026-08-18,LINK-SAVED,"Wood-pellet bioenergy plant heating campus, anchoring a trademarked green-university brand position.",Branding lesson: one flagship asset can anchor an entire external identity. A model for elevating Trades for the Transition the same way.
R0351,peers,Public (peer publication),VIU Sustainability Initiatives,VIU,BC College Sector,Plans and Strategies,Curriculum and programs,Program,Current,link,False,False,Engagement,Communications; Training,,False,Fetched,https://adm.viu.ca/sustainability/viu-sustainability-initiatives,,https://adm.viu.ca/sustainability/viu-sustainability-initiatives,,2026-08-18,LINK-SAVED,"Gamified behaviour-change campaigns: Space Heater Defeaters, Active Transportation Bingo, Energy Dance.","Low-cost, high-visibility campaign formats for OC's Engagement focus area."
R0350,peers,Public (peer publication),VIU Position Statement on Climate Action and Sustainability,VIU,BC College Sector,Plans and Strategies,Plans and strategies,Statement,2022,link,False,False,Planning and Administration,Policy / Planning; Organizational Structure,,False,Fetched,https://news.viu.ca/vancouver-island-universitys-position-statement-climate-action-and-sustainability,,https://news.viu.ca/vancouver-island-universitys-position-statement-climate-action-and-sustainability,,2026-08-18,LINK-SAVED,"Commits to BC-mandated targets: 50% building emissions and 40% fleet emissions cuts by 2030. Governed by a President's Taskforce with working groups on engagement, environmental scanning, impact assessment and adaptation/risk.",A clean four-working-group governance pattern for OC's cross-departmental structure.
R0120,peers,Public (peer publication),Camosun Climate Pathways V4,Camosun College,Comparator Institutions,Plans and Strategies,Plans and strategies,Plan,2025,file,True,False,Operations,Carbon Zero,,False,Seen in search,https://sustainoc.github.io/Docs2/10_OC_Competitors/Camosun-College/01_Plans-and-Strategies/2025_Camosun_Camosun-Climate-Pathways-V4.pdf,https://sustainoc.github.io/Docs2/10_OC_Competitors/Camosun-College/01_Plans-and-Strategies/2025_Camosun_Camosun-Climate-Pathways-V4.pdf,https://camosun.ca/sites/default/files/2025-09/ClimatePathwaysV4.pdf,10_OC_Competitors/Camosun-College/01_Plans-and-Strategies/2025_Camosun_Camosun-Climate-Pathways-V4.pdf,2026-08-14,SKIPPED,Later-generation climate pathways document succeeding the 2018 plan.,Pathway/scenario modelling format for OC's own 6-year decarbonization mapping.
R0119,peers,Public (peer publication),Camosun Sustainability Plan 201819 202122,Camosun College,Comparator Institutions,Plans and Strategies,Plans and strategies,Plan,2018,file,True,False,Operations,Infrastructure (Energy/Water); Supply Chain; Transportation,,False,Fetched,https://sustainoc.github.io/Docs2/10_OC_Competitors/Camosun-College/01_Plans-and-Strategies/2018_Camosun_Camosun-Sustainability-Plan-201819-202122.pdf,https://sustainoc.github.io/Docs2/10_OC_Competitors/Camosun-College/01_Plans-and-Strategies/2018_Camosun_Camosun-Sustainability-Plan-201819-202122.pdf,https://camosun.ca/sites/default/files/2022-07/Camosun-Sustainability-Plan-2018-2022.pdf,10_OC_Competitors/Camosun-College/01_Plans-and-Strategies/2018_Camosun_Camosun-Sustainability-Plan-201819-202122.pdf,2026-08-14,SKIPPED,"Four action pillars (Energy & Emissions, Waste & Recycling, Food, Transportation) plus cross-cutting Indigenization, EDI and Wellness. 80% below 2007 by 2050.",The Energy Savings Revolving Fund plus smart-metering rollout is a concrete OPEX mechanism OC could adopt.
R0345,peers,Public (peer publication),Camosun STARS Report page,Camosun College,Comparator Institutions,STARS,STARS,STARS,2015,link,False,False,Planning and Administration,Policy / Planning,,False,Fetched,https://camosun.ca/about/sustainability/sustainability-plan/stars-report,,https://camosun.ca/about/sustainability/sustainability-plan/stars-report,,2026-08-18,LINK-SAVED,"Silver, Nov 2015, expired. No resubmission in a decade.",Cautionary example: a rating earned once and left to lapse loses comparative value.
R0355,peers,Public (peer publication),College of the Rockies Sustainability SDG Progress Reports,College of the Rockies,Comparator Institutions,Plans and Strategies,Reports and progress updates,Report,2022-23,link,False,False,Operations,UNSDG's; Infrastructure (Energy/Water),,False,Fetched,https://cotr.bc.ca/about-us/sustainability/,,https://cotr.bc.ca/about-us/sustainability/,,2026-08-18,LINK-SAVED,"SDG Accord signatory, SDSN and AASHE member. Solar (109,000 kWh/yr), composting funded by Columbia Basin Trust, and a BBA in Sustainable Business Practices. No STARS rating.",A small-institution SDG progress-report cadence without full STARS overhead. Useful if OC wants an interim public product.
R0354,peers,Public (peer publication),Electric Vehicle Maintenance Technology certificate,College of the Rockies,Comparator Institutions,Transportation,Curriculum and programs,Curriculum,2021-ongoing,link,False,False,Academics,Curriculum,Trades for the Transition,False,Fetched,https://cotr.bc.ca/programs/electric-vehicle-training/,,https://cotr.bc.ca/programs/electric-vehicle-training/,,2026-08-18,LINK-SAVED,"Blended 8-module associate certificate for Red Seal automotive technicians and AST L3-4 apprentices. $1,199 tuition, eligible for the StrongerBC Future Skills Grant.",A turnkey pricing and delivery model OC can copy almost verbatim.
R0357,peers,Public (peer publication),Climate Action and Environmental Sustainability page,Douglas College,Comparator Institutions,Plans and Strategies,Dashboards and tools,Web page,Current,link,False,False,Planning and Administration,Policy / Planning,,False,Fetched,https://www.douglascollege.ca/about-douglas/college-initiatives/climate-action-and-environmental-sustainability,,https://www.douglascollege.ca/about-douglas/college-initiatives/climate-action-and-environmental-sustainability,,2026-08-18,LINK-SAVED,Thin public content. States the Strategic Plan includes initiatives toward a zero-carbon future but publishes no targets or plan document.,A negative benchmark showing the risk of aspirational language without metrics. Reinforces OC's own guardrail against buzzwords.
R0356,peers,Public (peer publication),Douglas College STARS Report Silver 46.21,Douglas College,Comparator Institutions,STARS,STARS,STARS,2022,link,False,False,Planning and Administration,Policy / Planning,,False,Fetched,https://reports.aashe.org/institutions/douglas-college-bc/report/2022-08-23/,,https://reports.aashe.org/institutions/douglas-college-bc/report/2022-08-23/,,2026-08-18,LINK-SAVED,"Silver, 46.21, expired Sept 2025, not renewed.",Comparator score band for OC's first scored submission.
R0359,peers,Public (peer publication),Langara Planning and Reporting + 2025 CCAR,Langara College,Comparator Institutions,Climate and GHG Reporting,Reports and progress updates,Report,2026,link,False,False,Engagement; Operations,Performance Measurement; UNSDG's,,False,Fetched,https://langara.ca/media/16679/download?inline,,https://langara.ca/media/16679/download?inline,,2026-08-18,LINK-SAVED,"Ties CCAR reporting directly to its lapsed STARS metrics and its 2023 UN SDG Accord signature, presenting one coherent narrative.","Narrative bridging: presenting STARS, CCAR and SDG data as one story even between STARS cycles."
R0358,peers,Public (peer publication),Langara STARS Report Silver 51.63,Langara College,Comparator Institutions,STARS,STARS,STARS,2021,link,False,False,Planning and Administration,Policy / Planning,,False,Fetched,https://reports.aashe.org/institutions/langara-college-bc/report/2021-06-24/,,https://reports.aashe.org/institutions/langara-college-bc/report/2021-06-24/,,2026-08-18,LINK-SAVED,"Silver, 51.63, expired Aug 2024, not renewed.",Comparator score.
R0376,peers,Public (peer publication),Clean Energy Technology Diploma and Wind Turbine Technician,VCC,Comparator Institutions,Curriculum and Research,Projects and announcements,News,2025,link,False,True,Academics,Curriculum,Trades for the Transition,False,Fetched,https://educationnewscanada.com/article/education/level/colleges/2/1167635/how-vcc-is-evolving-to-meet-future-clean-energy-labour-market-demands.html,,https://educationnewscanada.com/article/education/level/colleges/2/1167635/how-vcc-is-evolving-to-meet-future-clean-energy-labour-market-demands.html,,2026-08-18,LINK-SAVED,"VCC is launching at least five new clean-energy programs from 2026, starting with a Clean Energy Technology Diploma and a Wind Turbine Maintenance Technician program, framed as a labour-market response to CleanBC.",Evidence a trades-mandate peer has already moved from strategy to enrolled programs. De-risks OC's own green-trades curriculum proposals.
R0372,peers,Public (peer publication),Climate Change Accountability Report 2025,VCC,Comparator Institutions,Climate and GHG Reporting,Statutory and climate reporting,Statutory report,2025,file,False,True,Operations; Academics,Carbon Zero; Infrastructure (Energy/Water); Curriculum,,False,Fetched,https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2025/ps/vancouver_community_college_2025_ccar.pdf,https://sustainoc.github.io/Docs2/10_OC_Competitors/Vancouver-Community-College/02_Climate-and-GHG-Reporting/2025_VCC_Climate-Change-Accountability-Report-2025.pdf,https://www2.gov.bc.ca/assets/gov/environment/climate-change/cnar/2025/ps/vancouver_community_college_2025_ccar.pdf,10_OC_Competitors/Vancouver-Community-College/02_Climate-and-GHG-Reporting/2025_VCC_Climate-Change-Accountability-Report-2025.pdf,2026-08-18,OK,"1,253 tCO2e, 58% below the 2007 baseline and a 51% energy-intensity cut since 2007. 2025 actions include 12 heat pumps at Downtown Campus, an LED retrofit, a Kitchen Electrification Project, and an instructional fleet with electric semis and hydrogen fuel-cell vehicles.",Closest mandate-match CCAR in BC. Also the clearest example of framing a trades teaching fleet as both an emissions line and a curriculum asset.
R0377,peers,Public (peer publication),Top 5 Sustainability Initiatives,VCC,Comparator Institutions,Plans and Strategies,Projects and announcements,News,2025,link,False,False,Operations; Engagement,Infrastructure (Energy/Water); UNSDG's; Communications,,False,Fetched,https://www.vcc.ca/about/college-information/news/article/vccs-top-5-sustainability-initiatives.html,,https://www.vcc.ca/about/college-information/news/article/vccs-top-5-sustainability-initiatives.html,,2026-08-18,LINK-SAVED,"$8M in energy savings since 2007, 47% energy reduction and 61% GHG reduction against 2007, exceeding BC's 2040 target. Also a Zero Waste Eco Heroes office-supply recycling program launched Sept 2024.","A low-cost, high-visibility waste and engagement program replicable across OC's four campuses."
R0375,peers,Public (peer publication),CCEAI Province of BC announcement,VCC,Comparator Institutions,Curriculum and Research,Projects and announcements,News,2023,link,False,False,Academics,Curriculum,Trades for the Transition,False,Seen in search,https://news.gov.bc.ca/releases/2023PREM0044-001195,,https://news.gov.bc.ca/releases/2023PREM0044-001195,,2026-08-18,LINK-SAVED,Province of BC announcement of the Centre for Clean Energy and Automotive Innovation.,"The provincial framing and funding rationale, useful for a business case written for government readers."
R0374,peers,Public (peer publication),Centre for Clean Energy and Automotive Innovation,VCC,Comparator Institutions,Curriculum and Research,Projects and announcements,Capital project,2023-2025,link,False,True,Academics; Operations,Curriculum; Applied Research; Infrastructure (Energy/Water),Trades for the Transition,False,Seen in search,https://www.vcc.ca/about/college-information/news/article/new-centre-for-clean-energy-and-automotive-innovation-coming-to-great-northern-w.html,,https://www.vcc.ca/about/college-information/news/article/new-centre-for-clean-energy-and-automotive-innovation-coming-to-great-northern-w.html,,2026-08-18,LINK-SAVED,"$291.3M expansion at Broadway Campus for 700+ new FTE, completion targeted 2027, purpose-built for zero-emission vehicle and clean-energy trades training and explicitly tied to CleanBC's 40%-by-2030 target.",The flagship BC precedent for Trades for the Transition. Cite this when building the capital and curriculum case.
R0373,peers,Public (peer publication),Environmental Sustainability Strategy 2014 2017,VCC,Comparator Institutions,Plans and Strategies,Plans and strategies,Strategy,2014,file,False,False,Planning and Administration; Engagement; Academics,Policy / Planning; Training; Curriculum,,False,Fetched,https://www.vcc.ca/media/vancouver-community-college/content-assets/documents/news-events/Enviro_Strat_Plan_14-17_FINAL.pdf,https://sustainoc.github.io/Docs2/10_OC_Competitors/Vancouver-Community-College/01_Plans-and-Strategies/2014_VCC_Environmental-Sustainability-Strategy-2014-2017.pdf,https://www.vcc.ca/media/vancouver-community-college/content-assets/documents/news-events/Enviro_Strat_Plan_14-17_FINAL.pdf,10_OC_Competitors/Vancouver-Community-College/01_Plans-and-Strategies/2014_VCC_Environmental-Sustainability-Strategy-2014-2017.pdf,2026-08-18,OK,"Pre-2015 but retained: this is the last standalone environmental strategy VCC published and no successor was found. Lead / Live / Learn pillars, a 20% GHG reduction target 2010-17, green-trades training research, and sustainability competencies for graduates.","A three-pillar plan architecture, plus a decade-long throughline: green trades training was set as an aspiration in 2014 and the 2027 CCEAI now delivers it."
R0125,peers,Public (peer publication),Demand for Green Skills Apprentices Future Skills Centre,Labour market research,Labour Market Research,Curriculum and Research,"Studies, surveys and data",Research,2026,file,True,True,Academics,Curriculum; Applied Research,Trades for the Transition,False,Fetched,https://sustainoc.github.io/Docs2/09_Labour-Market-Research/07_Curriculum-and-Research/2026_Research_Demand-for-Green-Skills-Apprentices-Future-Skills-Centre.pdf,https://sustainoc.github.io/Docs2/09_Labour-Market-Research/07_Curriculum-and-Research/2026_Research_Demand-for-Green-Skills-Apprentices-Future-Skills-Centre.pdf,https://fsc-ccf.ca/wp-content/uploads/2026/03/FSC_Green-economy-report-EN.pdf,09_Labour-Market-Research/07_Curriculum-and-Research/2026_Research_Demand-for-Green-Skills-Apprentices-Future-Skills-Centre.pdf,,,"264,000 apprentices must be trained by 2034, a 49% increase, under a green-transition scenario. Refrigeration/AC mechanics and construction electricians account for nearly half of new demand. Core finding: existing trades, not new ones, drive the green economy.",The highest-value labour-market citation for OC's flagship initiative. A defensible national demand figure naming the exact trades to prioritize.
R0126,peers,Public (peer publication),Sustainable Jobs in BC ACET Pembina synthesis,Labour market research,Labour Market Research,Curriculum and Research,"Studies, surveys and data",Research,2026,file,True,True,Academics,Curriculum,Trades for the Transition,False,Fetched,https://sustainoc.github.io/Docs2/09_Labour-Market-Research/07_Curriculum-and-Research/2026_Research_Sustainable-Jobs-in-BC-ACET-Pembina-synthesis.pdf,https://sustainoc.github.io/Docs2/09_Labour-Market-Research/07_Curriculum-and-Research/2026_Research_Sustainable-Jobs-in-BC-ACET-Pembina-synthesis.pdf,https://www.pembina.org/sites/default/files/2026-04/ACET-Pembina_Sustainable_Jobs_Workshop_Synthesis_report_Final_0.pdf,09_Labour-Market-Research/07_Curriculum-and-Research/2026_Research_Sustainable-Jobs-in-BC-ACET-Pembina-synthesis.pdf,2026-08-14,SKIPPED,BC skilled-trades vacancies up ~47% over the decade. 6.7% overall vs 15.6% youth unemployment. Identifies a structural imbalance between demand and skilled-worker supply and calls for post-secondary coordination.,The clearest BC-specific justification for Trades for the Transition. Cite alongside the FSC report for a national plus provincial evidence base.
R0319,peers,Public (peer publication),Alternative Transportation Parking Sustainable Mobility,SFU,SFU,Transportation,Curriculum and programs,Program,Ongoing,link,False,False,Operations,Transportation,,False,Fetched,https://www.sfu.ca/parking/alternative-transport.html,,https://www.sfu.ca/parking/alternative-transport.html,,2026-08-18,LINK-SAVED,"U-Pass, RapidBus, a 30-minute shuttle, a 30-unit Evolve e-bike share, EVO/Modo carshare, carpooling and EV charging.",An e-bike share partnership and dual-carshare-operator model OC could pursue for Kelowna.
R0323,peers,Public (peer publication),Analyzing travel patterns to SFU Steer Group,SFU,SFU,Plans and Strategies,"Studies, surveys and data",Study,Recent,link,False,False,Operations,Transportation,,False,Seen in search,https://steergroup.com/projects/analyzing-travel-patterns-simon-fraser-university,,https://steergroup.com/projects/analyzing-travel-patterns-simon-fraser-university,,2026-08-18,LINK-SAVED,Third-party consultancy study of multi-campus commute patterns. Content blocked by robots.txt.,"Precedent for commissioning an external commute study, comparable to OC's Urban Systems work."
R0329,peers,Public (peer publication),EV Charging Alliance resource hub,SFU,SFU,Transportation,Dashboards and tools,Tool hub,Current,link,False,True,Operations,Transportation; Infrastructure (Energy/Water),,False,Fetched,https://foresightcac.com/report/electric-vehicle-charging-alliance,,https://foresightcac.com/report/electric-vehicle-charging-alliance,,2026-08-18,LINK-SAVED,"Landing page for the Roadmap, Business Case, BC Hydro bulletin, Fleet Survey Results (100+ fleets), Carbon Credit Workshop Learnings, an EV Charger Investment Calculator (Excel) and an interactive Asset Map.",The investment calculator and asset map exist but are gated. Request via the research-requests channel.
R0321,peers,Public (peer publication),EV Charging Stations page,SFU,SFU,Transportation,Curriculum and programs,Program,Ongoing,link,False,False,Operations,Transportation,,False,Seen in search,https://www.sfu.ca/parking/alternative-transport/ev-charging-stations.html,,https://www.sfu.ca/parking/alternative-transport/ev-charging-stations.html,,2026-08-18,LINK-SAVED,Campus EV charger locations and policy.,Charger-count and policy disclosure format.
R0316,peers,Public (peer publication),Ethical Procurement Policy AD 11.21,SFU,SFU,Waste and Procurement,Policy and governance,Policy,Current,link,False,False,Operations,Supply Chain,,False,Seen in search,https://www.sfu.ca/policies/gazette/administrative/ad11-21.html,,https://www.sfu.ca/policies/gazette/administrative/ad11-21.html,,2026-08-18,LINK-SAVED,Companion ethical-sourcing policy.,Adds a labour/ethics dimension OC's framework does not yet separately name.
R0331,peers,Public (peer publication),Foresight Canada infrastructure clean energy hub,SFU,SFU,Energy and Buildings,Dashboards and tools,Web page,Current,link,False,False,Operations,Transportation; Carbon Zero,,False,Landing page only,https://foresightcac.com/infrastructure#clean-energy,,https://foresightcac.com/infrastructure#clean-energy,,2026-08-18,LINK-SAVED,References an eMHDV charging infrastructure working group with BC Hydro. A charging-hub Design Guide is noted as coming soon.,A forthcoming design guide OC's fleet team should watch for.
R0330,peers,Public (peer publication),Foresight Canada research requests contact,SFU,SFU,Curriculum and Research,Projects and announcements,Contact,Current,link,False,False,Operations,Transportation,,False,Seen in search,https://foresightcac.com/research-requests,,https://foresightcac.com/research-requests,,2026-08-18,LINK-SAVED,The intake channel for Alliance tools and materials not published openly.,"The actual entry point for OC to request the calculator, map access and membership details."
R0322,peers,Public (peer publication),New EV Charger Additions Support Emissions Goals,SFU,SFU,Transportation,Projects and announcements,News,Recent,link,False,False,Operations,Transportation; Carbon Zero,,False,Seen in search,https://www.sfu.ca/vpfa/news-events/news/ev-charging.html,,https://www.sfu.ca/vpfa/news-events/news/ev-charging.html,,2026-08-18,LINK-SAVED,Ties charger installations explicitly to emissions targets.,How to tie infrastructure announcements to a numeric GHG target in communications.
R0315,peers,Public (peer publication),Purchasing Policy AD 11.01,SFU,SFU,Waste and Procurement,Policy and governance,Policy,Current,link,False,False,Operations,Supply Chain,,False,Seen in search,https://www.sfu.ca/policies/gazette/administrative/ad11-01.html,,https://www.sfu.ca/policies/gazette/administrative/ad11-01.html,,2026-08-18,LINK-SAVED,Base procurement policy referenced by the sustainable procurement program.,Policy to program to compliance-report linkage model.
R0311,peers,Public (peer publication),Responsible Investment Policy Board Policy B10.16,SFU,SFU,Governance and Policy,Policy and governance,Policy,Current,link,False,False,Planning and Administration,Investment,,False,Fetched,https://www.sfu.ca/policies/gazette/board/B10-16.html,,https://www.sfu.ca/policies/gazette/board/B10-16.html,,2026-08-18,LINK-SAVED,"Defines responsible investing via ESG integration and active ownership, with divestment as a last resort.","Engagement-first, divestment-as-last-resort language. A defensible middle path if OC isn't ready for a hard mandate."
R0332,peers,Public (peer publication),SFU Facilities Sustainable Development,SFU,SFU,Plans and Strategies,Dashboards and tools,Web page,Ongoing,link,False,False,Operations,Infrastructure (Energy/Water),,False,Seen in search,https://www.sfu.ca/fs/projects-initiatives/sustainable-initiatives/sustainable-development.html,,https://www.sfu.ca/fs/projects-initiatives/sustainable-initiatives/sustainable-development.html,,2026-08-18,LINK-SAVED,Green building practices and standards for new construction and retrofits.,Building-standards comparator against OC's Capital Master Plan and VFA data.
R0313,peers,Public (peer publication),SFU completes fossil fuel divestment news release,SFU,SFU,Governance and Policy,Projects and announcements,News,2026,link,False,False,Planning and Administration,Investment,,False,Seen in search,https://www.sfu.ca/sfunews/stories/2026/01/sfu-completes-fossil-fuel-divestment--reinforcing-commitment-to-.html,,https://www.sfu.ca/sfunews/stories/2026/01/sfu-completes-fossil-fuel-divestment--reinforcing-commitment-to-.html,,2026-08-18,LINK-SAVED,"Confirms zero direct fossil fuel investments, ~5% residual indirect exposure.",Numbers to benchmark against: 74% carbon-intensity reduction vs a 45% target.
R0328,peers,Public (peer publication),Sustainability Impact Measurement Initiative SIMI,SFU,SFU,Plans and Strategies,Dashboards and tools,Tool,Current,link,False,True,Engagement,Performance Measurement,,False,Fetched,https://www.sfu.ca/sustainability/commitments-initiatives.html,,https://www.sfu.ca/sustainability/commitments-initiatives.html,,2026-08-18,LINK-SAVED,A centralized internal database feeding both internal tracking and THE Impact Rankings submissions.,One data pipeline feeding multiple external frameworks (STARS + CCAR + THE) instead of re-collecting per report.
R0325,peers,Public (peer publication),Sustainability Policy GP 38,SFU,SFU,Governance and Policy,Policy and governance,Policy,Current,link,False,False,Planning and Administration,Policy / Planning,,False,Seen in search,https://www.sfu.ca/policies/gazette/general/gp38.html,,https://www.sfu.ca/policies/gazette/general/gp38.html,,2026-08-18,LINK-SAVED,"Board-level policy establishing sustainability as an institutional accountability, underpinning ESCA.",Template board policy language for OC's top-level anchor.
R0326,peers,Public (peer publication),Sustainability and Climate Office About,SFU,SFU,Plans and Strategies,Dashboards and tools,Web page,Current,link,False,False,Planning and Administration,Organizational Structure,,False,Seen in search,https://www.sfu.ca/sustainability/about/sfu-sustainability.html,,https://www.sfu.ca/sustainability/about/sfu-sustainability.html,,2026-08-18,LINK-SAVED,"Describes the central office's role, staffing and relationship to the ESCA pods.",Staffing comparator for right-sizing OC's central function.
R0327,peers,Public (peer publication),Sustainable Development Goals hub,SFU,SFU,Plans and Strategies,Dashboards and tools,Web page,Current,link,False,False,Operations,UNSDG's,,False,Seen in search,https://www.sfu.ca/sustainable-development-goals.html,,https://www.sfu.ca/sustainable-development-goals.html,,2026-08-18,LINK-SAVED,SFU ranked #1 globally for SDG 11 and #5 for SDG 13 in THE Impact Rankings 2023.,Using THE Impact Rankings as a second benchmark alongside STARS.
R0314,peers,Public (peer publication),Sustainable Procurement program,SFU,SFU,Waste and Procurement,Curriculum and programs,Program,Current,link,False,False,Operations,Supply Chain,,False,Fetched,https://www.sfu.ca/finance/services/procurement/sustainable-procurement.html,,https://www.sfu.ca/finance/services/procurement/sustainable-procurement.html,,2026-08-18,LINK-SAVED,"Built on Purchasing Policy AD11.01, covering environmental impact, social procurement, supply-chain diversity, poverty reduction and inclusive growth.",A 5-criteria sustainable-procurement rubric OC can adapt directly.
